Timestamp;Distance;Delta_Distance;Elevation;Delta_Elevation;Grade;
2018-09-09 13:15:51.447;77630.76240675602;30.027636987815438;672.2;-0.6806273736281747;-0.022672522896082854;
2018-09-09 13:15:57.558;77684.40163629648;53.639229540448326;671.6;0.0;0.0;
2018-09-09 13:16:01.203;77721.15597589464;36.75433959815872;674.1;-0.36701257848297275;-0.009986055565856217;
2018-09-09 13:16:07.489;77784.54626825999;63.39029236535831;673.1;-0.6329874215170271;-0.009986055565856217;
2018-09-09 13:16:14.293;77819.92924779904;35.382979539042644;673.9;1.2596659714128549;0.03562348374853579;
2018-09-09 13:16:23.153;77866.00487950447;46.07563170543963;676.8;1.6403340285871226;0.03562348374853579;
2018-09-09 13:16:35.488;77974.27527062924;108.27039112476437;679.7;0.0;0.0;
2018-09-09 13:16:42.603;78036.72728026871;62.452009639474824;682.6;0.0;0.0;
2018-09-09 13:16:52.067;78083.86386354454;47.13658327582709;687.4;1.8048540967127642;0.03831797914721075;
2018-09-09 13:16:56.236;78104.63034054398;20.76647699944108;690.0;0.7951459032872585;0.03831797914721075;
2018-09-09 13:17:06.264;78149.92651556936;45.29617502537096;695.0;2.0251615463761303;0.044754080378723735;
2018-09-09 13:17:11.586;78173.96710176677;24.04058619741564;698.1;1.0748384536238926;0.044754080378723735;
2018-09-09 13:17:36.085;78388.99706523835;215.0299634715826;689.4;0.0;0.0;
2018-09-09 13:17:41.729;78425.51721265864;36.52014742029517;685.7;0.8099420333507947;0.022183407070906987;
2018-09-09 13:17:50.022;78479.17672234098;53.659509682345636;687.7;1.1900579666492053;0.022183407070906987;
2018-09-09 13:18:00.726;78573.12457163648;93.94784929549657;675.9;0.0;0.0;
2018-09-09 13:18:03.598;78596.9316622754;23.807090638914044;674.5;0.0909152464511922;0.0038188584555390514;
2018-09-09 13:18:10.203;78651.68265150164;54.75098922624232;674.8;0.20908475354876235;0.0038188584555390514;
2018-09-09 13:18:16.961;78711.00192354723;59.31927204558437;672.0;0.0;0.0;
2018-09-09 13:18:21.115;78736.05580967428;25.05388612705235;671.0;0.6624086052209229;0.02644860155481891;
2018-09-09 13:18:23.928;78753.02338990339;16.967580229121392;671.7;0.4486118878544116;0.02644860155481891;
2018-09-09 13:18:26.367;78767.73553010724;14.7121402038509;672.5;0.38897950692466543;0.02644860155481891;
2018-09-09 13:18:34.98;78843.33427303641;75.59874292916597;676.7;0.0;0.0;
2018-09-09 13:18:36.398;78863.21729060363;19.88301756721558;676.1;-0.911625367029745;-0.045897715168023746;
