Timestamp;Distance;Delta_Distance;Elevation;Delta_Elevation;Grade;
2018-09-09 10:00:17.098;79.94081720115175;79.94081720115175;349.93;3.390000351832532;0.04244455721022136;
2018-09-09 10:00:34.196;159.88161780892392;79.94080060777219;353.86;3.3899996481674393;0.04244455721022136;
2018-09-09 10:00:37.964;183.89502876606912;24.0134109571452;354.07000000000005;0.5577346218374676;0.023232231248384583;
2018-09-09 10:00:42.557;213.16547801137543;29.270449245306303;355.09000000000003;0.6798344046157319;0.023232231248384583;
2018-09-09 10:00:45.314;230.7333295758896;17.567851564514164;355.09000000000003;0.4080302905037992;0.023232231248384583;
2018-09-09 10:00:47.938;247.45386815505654;16.720538579166938;356.35;0.38835062948837834;0.023232231248384583;
2018-09-09 10:00:55.276;294.2140390946248;46.7601709395683;357.19;1.086050053554571;0.023232231248384583;
2018-09-09 10:01:05.707;321.08205702497185;26.86801793034703;359.04;2.4205891123638734;0.09045969554959442;
2018-09-09 10:01:22.117;363.3515029484898;42.269445923517914;362.99;3.808132064425768;0.09045969554959442;
2018-09-09 10:01:42.764;416.5336661970029;53.1821632485131;370.06000000000006;4.791278823210397;0.09045969554959442;
2018-09-09 10:01:57.828;515.0976174962174;98.56395129921447;374.07;1.7876724544668616;0.018140167246957512;
2018-09-09 10:02:10.74;599.5830371797773;84.4854196835599;377.39;1.5323275455331316;0.018140167246957512;
2018-09-09 10:02:22.41;684.0608113606829;84.47777418090566;380.45;1.027589761283671;0.01216492506552161;
2018-09-09 10:02:28.797;730.2963490561527;46.23553769546978;382.04;0.5624102387163608;0.01216492506552161;
2018-09-09 10:02:41.648;825.989695734724;95.69334667857125;384.51;0.9943649711738218;0.010391722036336048;
2018-09-09 10:02:47.019;865.9885976050023;39.998901870278296;385.92;0.4156350288262031;0.010391722036336048;
2018-09-09 10:02:56.918;936.4408665618516;70.45226895684934;388.33;0.9280285007658848;0.013173585998156536;
2018-09-09 10:03:05.472;997.3233844081698;60.882517846318144;390.06;0.8019714992341334;0.013173585998156536;
2018-09-09 10:03:14.161;1058.2066278120635;60.883243403893786;391.75000000000006;0.8566477436376153;0.01407172984690723;
2018-09-09 10:03:21.599;1110.3270755182702;52.120447706206654;393.34000000000003;0.7333522563623596;0.01407172984690723;
2018-09-09 10:03:29.102;1162.447869425472;52.12079390720178;394.71;0.7621759383549644;0.01462482410642948;
2018-09-09 10:03:37.055;1217.6902738513554;55.242404425883464;396.28000000000003;0.8078240616450856;0.01462482410642948;
2018-09-09 10:03:53.426;1255.461374191281;37.77110033992572;401.85;3.8298753659608247;0.10192227914216585;
2018-09-09 10:04:10.116;1293.9681676619448;38.506793470663816;406.28000000000003;3.9044724249017335;0.10192227914216585;
2018-09-09 10:04:41.644;1366.7085242123817;72.74035655043694;416.96000000000004;7.375652209137454;0.10192227914216585;
2018-09-09 10:04:54.739;1438.9652350445217;72.2567108321401;421.64;2.3023366462477286;0.03187947882394583;
2018-09-09 10:05:03.712;1488.4787433875913;49.51350834306967;425.52;1.5776633537522673;0.03187947882394583;
2018-09-09 10:05:12.81;1542.2334414761547;53.75469808856348;429.05;1.4899891404919687;0.02772895962914728;
2018-09-09 10:05:16.964;1566.7818947272795;24.548453251124847;430.02;0.6804415253116761;0.02772895962914728;
2018-09-09 10:05:19.772;1583.3756757715662;16.59378104428675;430.64;0.45995149140180874;0.02772895962914728;
2018-09-09 10:05:22.517;1599.5966472792318;16.220971507665478;432.13;0.44961784279453065;0.02772895962914728;
2018-09-09 10:05:28.068;1623.8563071412807;24.259659862048988;433.42;1.1365409514816247;0.04690050361709597;
2018-09-09 10:05:32.631;1643.7988430238547;19.94253588257408;434.75;0.9342879840782254;0.04690050361709597;
2018-09-09 10:05:37.759;1666.2092406752693;22.410397651414435;435.9;1.0499048550002583;0.04690050361709597;
2018-09-09 10:05:41.074;1680.6966819430784;14.487441267809151;436.63;0.6787222235052093;0.04690050361709597;
2018-09-09 10:05:44.806;1697.0094916366475;16.312809693569175;437.48;0.7642389199145954;0.04690050361709597;
2018-09-09 10:05:51.381;1725.7466021909338;28.737110554286417;439.33000000000004;1.346305066020112;0.04690050361709597;
2018-09-09 10:05:55.117;1758.9532538617593;33.20665167082543;441.91;-0.02678525659629599;-8.259658788578435E-4;
2018-09-09 10:05:57.416;1779.389576682729;20.43632282096971;442.63;-0.016879699581614605;-8.259658788578435E-4;
2018-09-09 10:05:59.45;1797.4702671057837;18.080690423054595;440.27000000000004;-0.014934028261492111;-8.259658788578435E-4;
2018-09-09 10:06:03.64;1834.70997828628;37.23971118049613;439.23;-0.030758720281511106;-8.259658788578435E-4;
2018-09-09 10:06:05.312;1846.0851722951159;11.37519400883604;439.18;0.18037209802528315;0.01585861110139413;
2018-09-09 10:06:07.127;1858.4302369993652;12.345064704249317;439.18;0.19575096646559678;0.01585861110139413;
2018-09-09 10:06:11.37;1887.2834576149762;28.853220615610915;439.04;0.45751447695586345;0.01585861110139413;
2018-09-09 10:06:18.19;1933.6597218140619;46.376264199085554;440.04;0.7353706728576342;0.01585861110139413;
2018-09-09 10:06:28.478;1956.0147498839297;22.3550280698678;442.34;1.8063079622547273;0.1093529340641383;
2018-09-09 10:06:35.842;1972.0162353250714;16.00148544114179;443.21000000000004;1.7394401210149135;0.1093529340641383;
2018-09-09 10:06:50.303;2003.439069276452;31.42283395138059;446.66;3.4158165060406316;0.1093529340641383;
2018-09-09 10:07:00.503;2025.6026788353724;22.1636095589203;450.48;2.409293301868899;0.1093529340641383;
2018-09-09 10:07:10.236;2046.752983773692;21.150304938319486;454.01;2.299142108820844;0.1093529340641383;
2018-09-09 10:07:15.584;2066.73022858016;19.97724480646818;454.84000000000003;1.157419330433416;0.058034368124225626;
2018-09-09 10:07:23.619;2096.7474370072778;30.01720842711742;457.36;1.7391035458476092;0.058034368124225626;
2018-09-09 10:07:40.269;2158.9440348713247;62.19659786404705;461.34000000000003;3.603477123718975;0.058034368124225626;
2018-09-09 10:07:45.389;2182.322044126101;23.37800925477638;462.22;1.0269854286075881;0.04397199928170071;
